,formatted_address,latitude,longitude,accuracy,google_place_id,type,postcode,input_string,number_of_results,status
261,"305 East 86th St, New York, NY 10028, USA",40.77797839999999,-73.95124489999999,ROOFTOP,ChIJWUeSAbtYwokRQV0gNdpRtfY,street_address,10028,"305 East 86th Street, Manhattan, NY",1,OK
262,"30-97 Steinway St, Astoria, NY 11103, USA",40.7613619,-73.916647,ROOFTOP,ChIJ40q7lj5fwokRw2E1d3mZPWk,premise,11103,"30-97 Steinway Street, Queens, NY",1,OK
263,"31 01 Ditmars Blvd, Queens, NY 11105, USA",40.7760652,-73.9103317,ROOFTOP,ChIJr0l9umdfwokRO8yhgdDZip8,premise,11105,"31-01 Ditmars Boulevard, Queens, NY",1,OK
264,"3125 Bainbridge Ave, Bronx, NY 10467, USA",40.8743967,-73.8796248,ROOFTOP,ChIJ58oTMXLzwokRR56I2H8I2vM,premise,10467,"3125 Bainbridge Avenue, Bronx, NY",1,OK
265,"320 5th Ave, New York, NY 10001, USA",40.7475057,-73.9858036,ROOFTOP,ChIJ9TUp_ahZwokRTeyCUlvMUBA,premise,10001,"320 5th Avenue, Manhattan, NY",1,OK
266,"329 Wyckoff Ave, Ridgewood, NY 11385, USA",40.6998839,-73.9110693,ROOFTOP,ChIJcQgVGCJcwokRsPhcPg8xedg,street_address,11385,"329 Wyckoff Avenue, Queens, NY",1,OK
267,"338 E 23rd St, New York, NY 10010, USA",40.73696839999999,-73.9794448,ROOFTOP,ChIJYTvuBQtZwokRP_PsaUz6iv8,street_address,10010,"338 East 23rd Street, Manhattan, NY",1,OK
268,"341 9th St, Brooklyn, NY 11215, USA",40.6688043,-73.9848391,ROOFTOP,ChIJR3wdCv1awokRDGaXGKmdUHc,premise,11215,"341 9th Street, Brooklyn, NY",1,OK
269,"35-26 Francis Lewis Blvd, Flushing, NY 11358, USA",40.7637086,-73.7880911,ROOFTOP,ChIJb3BzktZhwokRUp3Fo52Z8Xk,street_address,11358,"35-26 Francis Lewis Boulevard, Queens, NY",1,OK
270,"3536 Broadway, New York, NY 10031, USA",40.8261028,-73.95037549999999,ROOFTOP,ChIJcboADGP2wokRIgdWZtlhoFM,street_address,10031,"3536 Broadway, Manhattan, NY",1,OK
271,"3681 Bruckner Blvd, Bronx, NY 10461, USA",40.8524432,-73.8276329,ROOFTOP,ChIJCzrOnqeMwokRVv_SKty1-U8,street_address,10461,"3681 Bruckner Boulevard, Bronx, NY",1,OK
272,"3775 E Tremont Ave, Bronx, NY 10465, USA",40.8255689,-73.8205401,ROOFTOP,ChIJsy052D2LwokRNharT-f0jxM,premise,10465,"3775 East Tremont Avenue, Bronx, NY",1,OK
273,"387 Park Ave S, New York, NY 10016, USA",40.7429012,-73.98413819999999,ROOFTOP,ChIJ8cX5dqdZwokRNMqfqTjitBc,street_address,10016,"387 Park Avenue South, Manhattan, NY",1,OK
274,"395 Court St, Brooklyn, NY 11231, USA",40.6798099,-73.9968912,ROOFTOP,ChIJIzxaRVhawokRaa7KOq_avss,premise,11231,"395 Court Street, Brooklyn, NY",1,OK
275,"40 W 225th St, Bronx, NY 10463, USA",40.8734127,-73.9077537,ROOFTOP,ChIJi_gkd5LzwokRdQyfz_x1nXo,street_address,10463,"40 West 225th Street, Bronx, NY",1,OK
276,"400 Grand St, New York, NY 10002, USA",40.7164903,-73.9867718,ROOFTOP,ChIJhV9vm4BZwokRe4uZc-SJIEY,premise,10002,"400 Grand Street, Manhattan, NY",1,OK
277,"40-24 College Point Blvd, Queens, NY 11354, USA",40.757229,-73.8356575,ROOFTOP,ChIJv2QsgQtgwokRJ3386xdEf9E,premise,11354,"40-24 College Point Boulevard, Queens, NY",1,OK
278,"4055 Hylan Blvd, Staten Island, NY 10308, USA",40.540959,-74.1474602,ROOFTOP,ChIJIcKVVbVLwokRW4tdyfqwGB4,premise,10308,"4055 Hylan Boulevard, Staten Island, NY",1,OK
279,"4065 Amboy Rd, Staten Island, NY 10308, USA",40.5496668,-74.1523471,ROOFTOP,ChIJGVZ4O7dLwokRvfkd9_XFCoQ,premise,10308,"4065 Amboy Road, Staten Island, NY",1,OK
280,"41 08 Queens Blvd, Queens, NY 11104, USA",40.7432294,-73.9231688,ROOFTOP,ChIJpRlDxNlewokR_0QczcIXNOc,premise,11104,"41-08 Queens Boulevard, Queens, NY",1,OK
281,"411 Ditmas Ave, Brooklyn, NY 11218, USA",40.6361437,-73.97466949999999,ROOFTOP,ChIJeZlw3CxbwokRD25CxOhw9BE,premise,11218,"411 Ditmas Avenue, Brooklyn, NY",1,OK
282,"4112 Avenue U, Brooklyn, NY 11234, USA",40.6085031,-73.9232147,ROOFTOP,ChIJVRFwpEJDwokRM1aG9mOpyFU,premise,11234,"4112 Avenue U, Brooklyn, NY",1,OK
283,"420 5th Ave, New York, NY 10018, USA",40.7508592,-73.98332429999999,ROOFTOP,ChIJg3FVD6pZwokRIeT3SqhOGUM,premise,10018,"420 5th Avenue, Manhattan, NY",1,OK
284,"445 Gold St, Brooklyn, NY 11201, USA",40.6909903,-73.9829908,ROOFTOP,ChIJ5_fZrrRbwokRFhnn8bccVow,street_address,11201,"445 Gold Street, Brooklyn, NY",1,OK
285,"475 6th Ave, New York, NY 10011, USA",40.7359064,-73.9981301,ROOFTOP,ChIJl5awSJZZwokRl-xVAn0VNlQ,street_address,10011,"475 Avenue Of The Americas, Manhattan, NY",1,OK
286,"4901 Kings Hwy, Brooklyn, NY 11234, USA",40.63437529999999,-73.9289096,ROOFTOP,ChIJmbO1vK5cwokRuXx8mI5qbLw,premise,11234,"4901 Kings Highway, Brooklyn, NY",1,OK
287,"5 Pennsylvania Plaza, New York, NY 10001, USA",40.7519205,-73.9940677,ROOFTOP,ChIJFTC3_K1ZwokRTE6t-mXJrUA,premise,10001,"5 Penn Plaza, Manhattan, NY",1,OK
288,"50 E 167th St, Bronx, NY 10452, USA",40.8353227,-73.92075919999999,ROOFTOP,ChIJsfFUeDr0wokR8WOjt75JJhs,street_address,10452,"50 East 167th Street, Bronx, NY",1,OK
289,"500 Grand St, New York, NY 10002, USA",40.7149298,-73.9826705,ROOFTOP,ChIJ5WTj_n9ZwokRQJMtd9O9sak,street_address,10002,"500 Grand Street, Manhattan, NY",1,OK
290,"500 W 23rd St, New York, NY 10011, USA",40.74757049999999,-74.0047154,ROOFTOP,ChIJFZWFPLhZwokRtAdtpjgpklM,premise,10011,"500 West 23rd Street, Manhattan, NY",1,OK
291,"500 W 42nd St, New York, NY 10036, USA",40.7596002,-73.995927,ROOFTOP,ChIJHX0Jnk1YwokRuD70AFfwdtk,street_address,10036,"500 West 42nd Street, Manhattan, NY",1,OK
292,"501 Forest Ave, Staten Island, NY 10310, USA",40.63081469999999,-74.10624,ROOFTOP,ChIJuwZaiGtOwokR23LKDIAkrYg,premise,10310,"501 Forest Avenue, Staten Island, NY",1,OK
293,"51 Astor Pl, New York, NY 10003, USA",40.7301092,-73.9902571,ROOFTOP,ChIJH1rQlJtZwokRmJyk5XfafEA,premise,10003,"51 Astor Place, Manhattan, NY",1,OK
294,"512 2nd Ave, New York, NY 10016, USA",40.7413426,-73.9780298,ROOFTOP,ChIJJZDgOglZwokR8kIsVlIM2mY,street_address,10016,"512 2nd Avenue, Manhattan, NY",1,OK
295,"519 Gateway Dr, Brooklyn, NY 11239, USA",40.6529575,-73.8700236,ROOFTOP,ChIJ263rMwxdwokR_B4Nnal0SQc,subpremise,11239,"519 Gateway Drive, Brooklyn, NY",1,OK
296,"532 Neptune Ave, Brooklyn, NY 11224, USA",40.5791011,-73.9743022,ROOFTOP,ChIJI-LDHUlEwokR4hCe33Jsf6g,subpremise,11224,"532 Neptune Avenue, Brooklyn, NY",1,OK
297,"540 Amsterdam Ave, New York, NY 10024, USA",40.7880102,-73.9751288,ROOFTOP,ChIJj51NZYRYwokRMBE-dvlZifc,street_address,10024,"540 Amsterdam Avenue, Manhattan, NY",1,OK
298,"54 06 31st Ave, Queens, NY 11377, USA",40.75682250000001,-73.9070017,ROOFTOP,ChIJ7dkv1BZfwokRS8_3a71QfRU,premise,11377,"54-06 31st Avenue, Queens, NY",1,OK
299,"565 W 235th St, Bronx, NY 10463, USA",40.8860579,-73.9105843,ROOFTOP,ChIJO9rsDb_zwokRSjo8OnfYC5U,premise,10463,"565 West 235th Street, Bronx, NY",1,OK
300,"5830 Amboy Rd, Staten Island, NY 10309, USA",40.5255213,-74.201653,ROOFTOP,ChIJOXtNIrlKwokRwg5Ptj9rYzs,subpremise,10309,"5830 Amboy Road, Staten Island, NY",1,OK
301,"61-15 Metropolitan Ave, Queens, NY 11385, USA",40.7129806,-73.9013521,ROOFTOP,ChIJ9XmQsJpewokRUvOdVuncFaM,premise,11385,"61-15 Metropolitan Avenue, Queens, NY",1,OK
302,"61-26 188th St, Fresh Meadows, NY 11365, USA",40.7396954,-73.7864474,ROOFTOP,ChIJzWobBLFhwokRI9R2-PRYTMQ,street_address,11365,"61-26 188th Street, Queens, NY",1,OK
303,"640 Arthur Kill Rd, Staten Island, NY 10308, USA",40.5595475,-74.1628515,ROOFTOP,ChIJ4TjBuqNLwokRqbLgqZzjKKw,premise,10308,"640 Arthur Kill Road, Staten Island, NY",1,OK
304,"65 5th Ave, New York, NY 10003, USA",40.7355899,-73.9935228,ROOFTOP,ChIJaepBPphZwokRZyrrln0XvtI,street_address,10003,"65 5th Avenue, Manhattan, NY",1,OK
305,"6702 Fort Hamilton Pkwy, Brooklyn, NY 11219, USA",40.6296656,-74.0111837,ROOFTOP,ChIJ833AFkZFwokRoLwebWnIUHo,premise,11219,"6702 Ft Hamilton Parkway, Brooklyn, NY",1,OK
306,"68-02 Myrtle Ave, Queens, NY 11385, USA",40.7014092,-73.8844022,ROOFTOP,ChIJqf8Q9dVdwokR_4evKM6wCfA,premise,11385,"68-02 Myrtle Avenue, Queens, NY",1,OK
307,"6831 Bay Pkwy, Brooklyn, NY 11204, USA",40.6109358,-73.9838223,ROOFTOP,ChIJ53xo7x1FwokR4lq9YHPWZvM,street_address,11204,"6831 Bay Parkway, Brooklyn, NY",1,OK
308,"69-80 Grand Ave, Maspeth, NY 11378, USA",40.7272002,-73.8927475,ROOFTOP,ChIJ36ZnJvRewokR2jUT1z6n-vw,premise,11378,"69-80 Grand Avenue, Queens, NY",1,OK
309,"700 Exterior Street, Bronx, NY 10451, USA",40.8239106,-73.92992,ROOFTOP,ChIJ2_vXgNP1wokRiPJ_5uUeHq8,subpremise,10451,"700 Exterior Street, Bronx, NY",1,OK
310,"70-00 Austin St, Forest Hills, NY 11375, USA",40.7208932,-73.8470657,ROOFTOP,ChIJOyyrUiFewokRt-NpPOp6K3U,"establishment,parking,point_of_interest",11375,"70-00 Austin Street, Queens, NY",1,OK
311,"72-09 Northern Blvd, Jackson Heights, NY 11372, USA",40.7549039,-73.8943747,ROOFTOP,ChIJt3OJKQlfwokRiFZmslz7edQ,premise,11372,"72-09 Northern Boulevard, Queens, NY",1,OK
312,"732 Allerton Ave, Bronx, NY 10467, USA",40.8653194,-73.8661101,ROOFTOP,ChIJZX6yjWfzwokRhvchtsqCWHA,street_address,10467,"732 Allerton Avenue, Bronx, NY",1,OK
313,"743 Amsterdam Ave, New York, NY 10025, USA",40.79417189999999,-73.9699172,ROOFTOP,ChIJ-drqwCf2wokRLieW4IkYAOc,premise,10025,"743 Amsterdam Avenue, Manhattan, NY",1,OK
314,"75 Christopher St, New York, NY 10014, USA",40.73381759999999,-74.00306590000001,ROOFTOP,ChIJ_Uejh5RZwokRI2F9H2-fHFE,premise,10014,"75 Christopher Street, Manhattan, NY",1,OK
315,"750 6th Ave, New York, NY 10010, USA",40.7437079,-73.9919839,ROOFTOP,ChIJSxIpq6VZwokRY8BiWHP_ZVk,street_address,10010,"750 Avenue Of The Americas, Manhattan, NY",1,OK
316,"757 3rd Ave, New York, NY 10017, USA",40.7539115,-73.971662,ROOFTOP,ChIJudA3Uv1YwokRRZzpsEzhYC4,premise,10017,"757 3rd Avenue, Manhattan, NY",1,OK
317,"778 Manor Rd, Staten Island, NY 10314, USA",40.60806600000001,-74.12167199999999,ROOFTOP,ChIJmVHp24JOwokR0zMXcffa95I,street_address,10314,"778 Manor Road, Staten Island, NY",1,OK
318,"7960 Metropolitan Ave, Queens, NY 11379, USA",40.712829,-73.8719071,ROOFTOP,ChIJpzPimm5ewokRj_kk-ZWhA8E,premise,11379,"7960 Metropolitan Avenue, Queens, NY",1,OK
319,"800 10th Ave, New York, NY 10019, USA",40.7669437,-73.98982529999999,ROOFTOP,ChIJM2EyFFpYwokRAWjWoJuuzLA,street_address,10019,"800 10th Avenue, Manhattan, NY",2,OK
320,"81 8th Ave, New York, NY 10011, USA",40.7401171,-74.0027977,ROOFTOP,ChIJd0D4Wr5ZwokR2EgIhScLUhg,premise,10011,"81 8th Avenue, Manhattan, NY",1,OK
321,"815 Hutchinson River Pkwy, Bronx, NY 10465, USA",40.824371,-73.8368981,ROOFTOP,ChIJ75h6PTKLwokRMSqJWKcuqn0,premise,10465,"815 Hutchinson River Parkway, Bronx, NY",1,OK
322,"83-02 Atlantic Ave, Queens, NY 11416, USA",40.6852173,-73.857582,ROOFTOP,ChIJHw504e5dwokRpj2M-hUY1V4,premise,11416,"83-02 Atlantic Avenue, Queens, NY",1,OK
323,"8430 New Utrecht Ave, Brooklyn, NY 11214, USA",40.60813390000001,-74.002056,ROOFTOP,ChIJlxKOvw1FwokRV0hxLu6YGoI,premise,11214,"8430 New Utrecht Avenue, Brooklyn, NY",1,OK
324,"85-29 126th St, Kew Gardens, NY 11415, USA",40.7034473,-73.8245129,ROOFTOP,ChIJE3kzA7pgwokRo7oyb3wY1p4,street_address,11415,"85-29 126th Street, Queens, NY",1,OK
325,"859 Manhattan Ave, Brooklyn, NY 11222, USA",40.7293315,-73.9541124,ROOFTOP,ChIJo6Jc0EBZwokRf5VodS6Fi9c,street_address,11222,"859 Manhattan Avenue, Brooklyn, NY",1,OK
326,"88-01 Queens Blvd, Forest Hills, NY 11375, USA",40.7357181,-73.8744498,ROOFTOP,ChIJdX8u0E1ewokRKR9coqY0ERk,street_address,11375,"88-01 Queens Boulevard, Queens, NY",1,OK
327,"8807 Rockaway Beach Blvd, Rockaway Beach, NY 11693, USA",40.5866148,-73.8130958,ROOFTOP,ChIJOQnkpEZowokRHCRmxM2DwU4,subpremise,11693,"88-07 Rockaway Beach Boulevard, Queens, NY",1,OK
328,"89 11 Northern Blvd, Jackson Heights, NY 11372, USA",40.7565939,-73.8783375,ROOFTOP,ChIJkUAoPKNfwokRarETz4_LRAs,premise,11372,"89-11 Northern Boulevard, Queens, NY",2,OK
329,"969 2nd Ave, New York, NY 10022, USA",40.7559074,-73.9681935,ROOFTOP,ChIJ49zfqeNYwokRN0aVi2OjVIo,street_address,10022,"969 2nd Avenue, Manhattan, NY",1,OK
330,"97-01 Liberty Ave, Ozone Park, NY 11417, USA",40.6814267,-73.8418573,ROOFTOP,ChIJk8Gqp1hnwokRuvhiwrBEVFA,premise,11417,"97-01 Liberty Avenue, Queens, NY",1,OK
331,"97-10 63rd Rd, Rego Park, NY 11374, USA",40.7308088,-73.86051379999999,ROOFTOP,ChIJG8Ex2zZewokRtpsyYCIQ3SY,premise,11374,"97-10 63rd Road, Queens, NY",1,OK
332,"97-15 Metropolitan Ave, Forest Hills, NY 11375, USA",40.7113503,-73.855019,ROOFTOP,ChIJ2VD-uBBewokR0dGgZhBjQhk,premise,11375,"97-15 Metropolitan Avenue, Queens, NY",1,OK
333,"110 West End Ave, New York, NY 10023, USA",40.7748695,-73.9877319,ROOFTOP,ChIJI3bbGV5YwokR2su4gFLVvb8,premise,10023,"110 West End Avenue, Manhattan, NY",1,OK
334,"1440 Forest Ave Store 5, Staten Island, NY 10302, USA",40.624211,-74.136337,ROOFTOP,EjUxNDQwIEZvcmVzdCBBdmUgU3RvcmUgNSwgU3RhdGVuIElzbGFuZCwgTlkgMTAzMDIsIFVTQSIjGiEKFgoUChIJlw6zGc5NwokRGfGZAYcHQfUSB1N0b3JlIDU,subpremise,10302,"1440 Forest Ave, Store 5, Staten Island, NY",1,OK
335,"5203A Broadway, Bronx, NY 10463, USA",40.874734,-73.9098649,ROOFTOP,ChIJh88w95LzwokR4LVAC4VRhE8,street_address,10463,"5203a Broadway, Bronx, NY",1,OK
336,"64-2 Flushing Ave, Maspeth, NY 11378, USA",40.722569,-73.9012722,RANGE_INTERPOLATED,Eik2NC0yIEZsdXNoaW5nIEF2ZSwgTWFzcGV0aCwgTlkgMTEzNzgsIFVTQSIaEhgKFAoSCW1XSKOSXsKJEUhI_9EDxT-OEAI,street_address,11378,"64-02 Flushing Avenue, Queens, NY",1,OK
337,"1065 E Tremont Ave, Bronx, NY 10460, USA",40.8403847,-73.8791203,ROOFTOP,ChIJqY6UF430wokREs-dHcF3q0w,street_address,10460,"1065 East Tremont Avenue, Bronx, NY",1,OK
338,"6097 Putnam Ave, Flushing, NY 11385, USA",40.70650759999999,-73.8974592,ROOFTOP,ChIJ__8apoNewokRugwAKyVEvJ8,street_address,11385,"6097 Putnam Ave, Queens, NY",1,OK
339,"1873 Amsterdam Ave, New York, NY 10031, USA",40.8299685,-73.9439039,ROOFTOP,ChIJPUZMEof2wokRisWJ97RmHI8,premise,10031,"1873 Amsterdam Avenue, Manhattan, NY",1,OK
340,"687 9th Ave, New York, NY 10036, USA",40.7619194,-73.9904178,ROOFTOP,ChIJobQHalFYwokRSJAftawowt0,premise,10036,"687 9th Avenue, Manhattan, NY",1,OK
341,"277 1st Ave., New York, NY 10003, USA",40.7326203,-73.9819699,ROOFTOP,ChIJgzjHnXVZwokRPWxMjlSaXqY,premise,10003,"277 1st Avenue, Manhattan, NY",1,OK
342,"169-01 Hillside Avenue, Jamaica, NY 11432, USA",40.7110007,-73.79285569999999,ROOFTOP,ChIJARDZTx5hwokRXWQhQh6FEZ0,street_address,11432,"169-01 Hillside Avenue, Queens, NY",1,OK
343,"669 Manhattan Ave, Brooklyn, NY 11222, USA",40.724704,-73.9515342,ROOFTOP,ChIJAT1_OERZwokRGRE1fyLil8A,premise,11222,"669 Manhattan Avenue, Brooklyn, NY",1,OK
344,"552 St Marks Ave, Brooklyn, NY 11238, USA",40.6757869,-73.9563026,ROOFTOP,ChIJocQd4Z5bwokRXd_VQGnF7Pk,premise,11238,"552 St Marks Avenue, Brooklyn, NY",1,OK
345,"2836 Coney Island Ave, Brooklyn, NY 11235, USA",40.5873962,-73.96075669999999,ROOFTOP,ChIJA7m5lF1EwokRCjkeiFgxHAc,subpremise,11235,"2836 Coney Island Avenue, Brooklyn, NY",1,OK
346,"2550 Boston Rd, Bronx, NY 10467, USA",40.8641152,-73.86380439999999,ROOFTOP,ChIJU3EPC13zwokRVBR6aKIT5S4,subpremise,10467,"2550 Boston Road, Bronx, NY",1,OK
347,"1101 Flatbush Ave, Brooklyn, NY 11226, USA",40.6434876,-73.95749649999999,ROOFTOP,ChIJL09XxEdbwokRwslKbHaM-8w,premise,11226,"1101 Flatbush Avenue, Brooklyn, NY",1,OK
348,"102 Nagle Ave, New York, NY 10040, USA",40.8608671,-73.9273257,ROOFTOP,ChIJaf3cgAb0wokRw5TUNTRaWkw,street_address,10040,"102 Nagle Avenue, Manhattan, NY",1,OK
349,"621 E Tremont Ave, Bronx, NY 10457, USA",40.8463447,-73.8924823,ROOFTOP,ChIJxRSI0GP0wokRy_kvaVuyrk0,premise,10457,"621 East Tremont Avenue, Bronx, NY",1,OK
350,"921 E Tremont Ave, Bronx, NY 10460, USA",40.8420678,-73.883495,ROOFTOP,ChIJg9BUf4v0wokRwdHV416LExQ,premise,10460,"921 East Tremont Avenue, Bronx, NY",1,OK
351,"39-36 Queens Blvd, Sunnyside, NY 11104, USA",40.7435619,-73.9247465,ROOFTOP,ChIJQzVRZNdewokRVJ30WiGINno,street_address,11104,"39-36 Queens Boulevard, Queens, NY",1,OK
352,"45-02 162nd St, Flushing, NY 11358, USA",40.75631629999999,-73.8047666,ROOFTOP,ChIJ2U797TBgwokRc48w4ZNSLmg,premise,11358,"45-02 162nd Street, Queens, NY",1,OK
353,"204-19 Hillside Avenue, Hollis, NY 11423, USA",40.7210754,-73.7607992,ROOFTOP,ChIJY5TXnndhwokRpflRS5l8Pdc,street_address,11423,"204-19 Hillside Avenue, Queens, NY",1,OK
354,"101-19 39th Ave, Flushing, NY 11368, USA",40.75056000000001,-73.86423100000002,ROOFTOP,ChIJTbuSdcdfwokR48aik-khSVk,street_address,11368,"101-19 39th Avenue, Queens, NY",1,OK
355,"2688 3rd Ave., Bronx, NY 10454, USA",40.8132621,-73.922411,ROOFTOP,ChIJUX5mHsX1wokR5ZQUkuz8I3E,premise,10454,"2688 Third Avenue, Bronx, NY",1,OK
356,"557 E 169th St, Bronx, NY 10456, USA",40.8325529,-73.90377769999999,ROOFTOP,ChIJWbDzfk_0wokRWvMcOnCszyU,premise,10456,"557 East 169th Street, Bronx, NY",1,OK
357,"1548 Fulton St, Brooklyn, NY 11213, USA",40.6796219,-73.9389903,ROOFTOP,ChIJZyKhKoZbwokRSNgLqBDoEdc,premise,11213,"1548 Fulton Street, Brooklyn, NY",1,OK
358,"173 Chauncey St, Brooklyn, NY 11233, USA",40.6806787,-73.9282765,ROOFTOP,ChIJe5gNHnFcwokR6fg-57YUBTw,premise,11233,"173 Chauncey Street, Brooklyn, NY",1,OK
359,"685 Coney Island Ave, Brooklyn, NY 11218, USA",40.6407699,-73.9689186,ROOFTOP,ChIJH0MdozFbwokRqijbO8Shcyk,premise,11218,"685 Coney Island Avenue, Brooklyn, NY",1,OK
360,"3405 Jerome Ave, Bronx, NY 10467, USA",40.8808279,-73.88370809999999,ROOFTOP,ChIJY0ANZQvzwokRdQvh-C_lD7I,street_address,10467,"3405 Jerome Avenue, Bronx, NY",1,OK
361,"2218 Avenue X, Brooklyn, NY 11235, USA",40.5928262,-73.9475662,ROOFTOP,ChIJO42p4YdEwokR6Uk1YmsAc-w,premise,11235,"2218 Avenue X, Brooklyn, NY",1,OK
362,"66-56 Grand Ave, Maspeth, NY 11378, USA",40.7247301,-73.89680899999999,ROOFTOP,ChIJx9kAEfNewokRawTp0WftL1E,premise,11378,"66-56 Grand Ave, Queens, NY",1,OK
363,"101 Clark St, Brooklyn, NY 11201, USA",40.69765049999999,-73.99204759999999,ROOFTOP,ChIJIXSh1jdawokR-laIX8f10x0,premise,11201,"101 Clark Street, Brooklyn, NY",1,OK
364,"117-04 Atlantic Ave, Jamaica, NY 11419, USA",40.69348799999999,-73.8294367,ROOFTOP,ChIJ4TXwTU1nwokRRt2adgbbaDM,street_address,11419,"117-04 Atlantic Ave, Queens, NY",1,OK
365,"3293 Broadway, New York, NY 10027, USA",40.8187683,-73.9563881,ROOFTOP,ChIJd4Wu92j2wokRAjR3bg5yyNg,street_address,10027,"3293 Broadway, Manhattan, NY",1,OK
366,"128 Mott St # 301, New York, NY 10013, USA",40.7189331,-73.9957621,ROOFTOP,ChIJfWmfbohZwokRvS9ySnN0PD0,subpremise,10013,"128 Mott Street, Suite 301, Manhattan, NY",1,OK
367,"3735 Nostrand Ave., Brooklyn, NY 11235, USA",40.5928631,-73.94013819999999,ROOFTOP,ChIJ45605oBEwokRtRk5K4DMpQA,premise,11235,"3735 Nostrand Avenue, Brooklyn, NY",1,OK
368,"5313 5th Ave, Brooklyn, NY 11220, USA",40.6429698,-74.01217849999999,ROOFTOP,ChIJx1hugLRawokRltSjyN87KmU,premise,11220,"5313 5th Avenue, Brooklyn, NY",1,OK
369,"1494 York Ave, New York, NY 10075, USA",40.7711366,-73.95038,ROOFTOP,ChIJceAHY7hYwokRpQAG9Lg40xc,street_address,10075,"1494 York Avenue, Manhattan, NY",1,OK
370,"217 Schenectady Ave, Brooklyn, NY 11213, USA",40.6713928,-73.9334339,ROOFTOP,ChIJSyr3qX9cwokRdKe6NJA344E,premise,11213,"217 Schenectady Avenue, Brooklyn, NY",1,OK
371,"1000 1st Ave., New York, NY 10022, USA",40.7568241,-73.9637035,ROOFTOP,ChIJTwynN-FYwokRGFhubckbSbU,street_address,10022,"1000 1st Avenue, Manhattan, NY",1,OK
372,"120 E 34th St, New York, NY 10016, USA",40.7463656,-73.9803215,ROOFTOP,ChIJf59gtAdZwokRHkn2X0APg8Y,premise,10016,"120 East 34th Street, Manhattan, NY",1,OK
373,"1302 2nd Ave, New York, NY 10065, USA",40.76638459999999,-73.9599139,ROOFTOP,ChIJvWvb_ulYwokRAoTgbQ1ymHk,street_address,10065,"1302 2nd Avenue, Manhattan, NY",1,OK
374,"11665 Queens Blvd, Forest Hills, NY 11375, USA",40.7154956,-73.8320353,ROOFTOP,ChIJvcUyRJhgwokR6BWQ2L4hTyI,street_address,11375,"116-65 Queens Boulevard, Queens, NY",1,OK
375,"108 Bowery, New York, NY 10013, USA",40.71795910000001,-73.9953903,ROOFTOP,ChIJ26a-D4hZwokR2mEO1AmdfR4,street_address,10013,"108 Bowery, Manhattan, NY",1,OK
376,"153 Hester St 1st Floor, New York, NY 10013, USA",40.7175315,-73.9957635,ROOFTOP,EjAxNTMgSGVzdGVyIFN0IDFzdCBGbG9vciwgTmV3IFlvcmssIE5ZIDEwMDEzLCBVU0EiJRojChYKFAoSCVkn9xyIWcKJEbrHJSTaqd-NEgkxc3QgRmxvb3I,subpremise,10013,"153 Hester Street, 1st Floor, Manhattan, NY",1,OK
377,"593 Fort Washington Ave, New York, NY 10033, USA",40.855094,-73.937145,ROOFTOP,ChIJ6RMrmaf2wokR7hlM3mKu4tY,street_address,10033,"593 Fort Washington Avenue, Manhattan, NY",1,OK
378,"6319 Roosevelt Ave, Woodside, NY 11377, USA",40.7460669,-73.9005258,RANGE_INTERPOLATED,Eis2MzE5IFJvb3NldmVsdCBBdmUsIFdvb2RzaWRlLCBOWSAxMTM3NywgVVNBIhoSGAoUChIJHc-NKgNfwokR_VwJEfpdcoYQEw,street_address,11377,"63-19 Roosevelt Avenue, Queens, NY",1,OK
379,"81-14 Broadway, Queens, NY 11373, USA",40.7431344,-73.8836661,ROOFTOP,ChIJafSFeatfwokRQLE-F6qB4ek,street_address,11373,"81-14 Broadway, Queens, NY",1,OK
380,"3024 Atlantic Ave, Brooklyn, NY 11208, USA",40.6782502,-73.8829038,ROOFTOP,ChIJ9TGHnrZdwokRx_FuIVejnMM,street_address,11208,"3024 Atlantic Avenue, Brooklyn, NY",1,OK
381,"66-69 Fresh Pond Rd, Flushing, NY 11385, USA",40.70688699999999,-73.89695739999999,ROOFTOP,ChIJQ9OxvYNewokR6bFc4NGjCcI,street_address,11385,"66-69 Fresh Pond Rd, Queens, NY",1,OK
382,"180-30 Union Tpke, Fresh Meadows, NY 11366, USA",40.7269975,-73.7872652,RANGE_INTERPOLATED,Ei8xODAtMzAgVW5pb24gVHBrZSwgRnJlc2ggTWVhZG93cywgTlkgMTEzNjYsIFVTQSIaEhgKFAoSCfHvytipYcKJEZRj1xjvLsKFEB4,street_address,11366,"180-30 Union Turnpike, Queens, NY",1,OK
383,"1220 Morris Ave, Bronx, NY 10456, USA",40.8333687,-73.9136846,ROOFTOP,ChIJ50zA7Tf0wokRyCMuOblPZS8,premise,10456,"1220 Morris Avenue, Bronx, NY",1,OK
384,"72-3 35th Ave, Jackson Heights, NY 11372, USA",40.750972,-73.893829,RANGE_INTERPOLATED,Ei03Mi0zIDM1dGggQXZlLCBKYWNrc29uIEhlaWdodHMsIE5ZIDExMzcyLCBVU0EiGhIYChQKEgllEvlqBl_CiREphpPmgXlYDhAD,street_address,11372,"72-03 35th Avenue, Queens, NY",1,OK
385,"216 W 72nd St, New York, NY 10023, USA",40.7787871,-73.98278479999999,ROOFTOP,ChIJjVzFC4pYwokRlOnBvyczh28,premise,10023,"216 West 72nd Street, Manhattan, NY",2,OK
