,formatted_address,latitude,longitude,accuracy,google_place_id,type,postcode,input_string,number_of_results,status
705,"1847 Rockaway Pkwy, Brooklyn, NY 11236, USA",40.6373419,-73.89249989999999,ROOFTOP,ChIJPxMXI9lcwokRD_ngVr5iRR0,subpremise,11236,"1847 Rockaway Parkway, Brooklyn, NY",1,OK
706,"186-16 Union Tpke, Flushing, NY 11366, USA",40.728644,-73.7819371,ROOFTOP,ChIJYVuCy6dhwokRiAS3yAZD1Ac,premise,11366,"186-16 Union Turnpike, Queens, NY",1,OK
707,"1889 Broadway, New York, NY 10023, USA",40.7712096,-73.9824454,ROOFTOP,ChIJSxMBjfVYwokRD5Xjhd4xsdE,street_address,10023,"1889 Broadway, Manhattan, NY",1,OK
708,"1915 3rd Ave, New York, NY 10029, USA",40.7912159,-73.9445239,ROOFTOP,ChIJMa1JVwL2wokRuhboltY58ZE,premise,10029,"1915 3rd Avenue, Manhattan, NY",1,OK
709,"19-23 Utopia Pkwy, Whitestone, NY 11357, USA",40.779974,-73.7934269,ROOFTOP,ChIJXd1CYGKKwokRjyUeHkDVLzA,subpremise,11357,"19-23 Utopia Parkway, Queens, NY",1,OK
710,"193-01 Northern Blvd, Flushing, NY 11358, USA",40.7581723,-73.7879579,ROOFTOP,ChIJJVaSlNFhwokRB334b1RNPYQ,premise,11358,"193-01 Northern Boulevard, Queens, NY",1,OK
711,"194 E 2nd St, New York, NY 10009, USA",40.722343,-73.9836916,ROOFTOP,ChIJDSoicIJZwokR80NGubTEuus,premise,10009,"194 East 2nd Street, Manhattan, NY",1,OK
712,"2 Pennsylvania Plaza, New York, NY 10121, USA",40.7500679,-73.992193,ROOFTOP,ChIJiag-Wq5ZwokR4cv7kW2kFqQ,street_address,10121,"2 Penn Plaza, Manhattan, NY",1,OK
713,"200 Water St, New York, NY 10038, USA",40.7072559,-74.0048047,ROOFTOP,ChIJxaN2DpJbwokRrFdTt4oQ0hg,street_address,10038,"200 Water Street, Manhattan, NY",1,OK
714,"2069 Broadway, New York, NY 10023, USA",40.7784552,-73.9823538,ROOFTOP,ChIJh8kwc4pYwokR4P4-HyNxUzo,street_address,10023,"2069 Broadway, Manhattan, NY",1,OK
715,"210 Union Ave, Brooklyn, NY 11211, USA",40.706973,-73.94998850000002,ROOFTOP,ChIJf9-8beNbwokRVmCPSI43MTc,premise,11211,"210 Union Avenue, Brooklyn, NY",1,OK
716,"2158 White Plains Rd, Bronx, NY 10462, USA",40.8551213,-73.867359,ROOFTOP,ChIJq7lIv5_0wokRsGkDfYNpU9M,premise,10462,"2158 White Plains Rd, Bronx, NY",1,OK
717,"219-14 Merrick Blvd, Queens, NY 11413, USA",40.67896959999999,-73.75019209999999,ROOFTOP,ChIJ4VrsTqpmwokRq_McphIvelM,street_address,11413,"219-14 Merrick Boulevard, Queens, NY",1,OK
718,"2265 Ralph Ave, Brooklyn, NY 11234, USA",40.6223372,-73.91715219999999,GEOMETRIC_CENTER,ChIJyVjK4UtDwokRgvQiF9jjSQQ,"establishment,parking,point_of_interest,premise",11234,"2265 Ralph Avenue, Brooklyn, NY",1,OK
719,"2270 Clove Rd, Staten Island, NY 10305, USA",40.5990487,-74.08182839999999,ROOFTOP,ChIJDwzoceNOwokRmk2ZdDlVOzU,premise,10305,"2270 Clove Road, Staten Island, NY",1,OK
720,"2325 Flatbush Ave, Brooklyn, NY 11234, USA",40.6137514,-73.92665920000002,ROOFTOP,ChIJY6MNfFtDwokRgea50oWJ9MM,premise,11234,"2325 Flatbush Avenue, Brooklyn, NY",1,OK
721,"24-28 Bell Blvd, Bayside, NY 11360, USA",40.7790622,-73.7760151,RANGE_INTERPOLATED,EicyNC0yOCBCZWxsIEJsdmQsIEJheXNpZGUsIE5ZIDExMzYwLCBVU0EiGhIYChQKEglxsqBybIrCiREULD3rhrRlFxAc,street_address,11360,"24-28 Bell Boulevard, Queens, NY",1,OK
722,"2431 Boston Rd, Bronx, NY 10467, USA",40.8618803,-73.867125,ROOFTOP,ChIJ-_EWy2DzwokRyH0-Zxs2Dbg,premise,10467,"2431 Boston Road, Bronx, NY",1,OK
723,"244 E 161 St, Bronx, NY 10451, USA",40.8255095,-73.91882079999999,ROOFTOP,ChIJc5DiUDP0wokR7JtVM36zRt8,street_address,10451,"244 East 161st Street, Bronx, NY",1,OK
724,"249-46 Horace Harding Expy, Little Neck, NY 11362, USA",40.7615612,-73.7292803,RANGE_INTERPOLATED,EjYyNDktNDYgSG9yYWNlIEhhcmRpbmcgRXhweSwgTGl0dGxlIE5lY2ssIE5ZIDExMzYyLCBVU0EiGhIYChQKEgmTo2bU44nCiRFExm1lhKb-5RAu,street_address,11362,"249-46 Horace Harding Expressway, Queens, NY",1,OK
725,"250 Bedford Ave, Brooklyn, NY 11249, USA",40.7158558,-73.9600121,ROOFTOP,ChIJVffQmWBZwokR8tieXvge314,street_address,11249,"250 Bedford Avenue, Brooklyn, NY",1,OK
726,"250 Broadway, New York, NY 10007, USA",40.7130079,-74.0078212,ROOFTOP,ChIJC9M7vhhawokRnkjz1N-FJdY,premise,10007,"250 Broadway, Manhattan, NY",1,OK
727,"2504 Eastchester Rd, Bronx, NY 10469, USA",40.86300019999999,-73.84305499999999,ROOFTOP,ChIJQx2fo1LzwokRPkBNDOr1TGA,premise,10469,"2504 Eastchester Road, Bronx, NY",1,OK
728,"2522 Broadway, New York, NY 10025, USA",40.7933427,-73.9721852,ROOFTOP,ChIJU5R8HCj2wokRwR1kQo1-90w,street_address,10025,"2522 Broadway, Manhattan, NY",1,OK
729,,,,,,,,"2532 86th Street,#54, Brooklyn, NY",0,REQUEST_DENIED
730,"255-01 Union Tpke, Queens, NY 11004, USA",40.7457845,-73.7156514,ROOFTOP,ChIJt0uELW5iwokRe06m29L-dsc,premise,11004,"255-01 Union Turnpike, Queens, NY",1,OK
731,"2590 Coney Island Ave, Brooklyn, NY 11223, USA",40.59319199999999,-73.9611011,ROOFTOP,ChIJ7WUKjV9EwokRbGbgKItce9E,premise,11223,"2590 Coney Island Avenue, Brooklyn, NY",1,OK
732,"need phone number, 2683 Broadway, New York, NY 10025, USA",40.7988322,-73.9691708,ROOFTOP,ChIJqeILML_3wokR-HasN4tGizY,street_address,10025,"2683 Broadway, Manhattan, NY",1,OK
733,"2750 Boston Rd, Bronx, NY 10469, USA",40.8659072,-73.8609273,ROOFTOP,ChIJPSVGtVzzwokR7qCdTGXxaUc,premise,10469,"2750 Boston Road, Bronx, NY",1,OK
734,"2760 Broadway, New York, NY 10025, USA",40.8014041,-73.9673914,ROOFTOP,ChIJrxMixCT2wokR7HaZxbDiNn0,street_address,10025,"2760 Broadway, Manhattan, NY",1,OK
735,"2858 Steinway St, Astoria, NY 11103, USA",40.7642079,-73.9151603,ROOFTOP,ChIJveWCnj9fwokRr629nQjISRI,street_address,11103,"28-58 Steinway Street, Queens, NY",1,OK
736,"2864 Broadway, New York, NY 10025, USA",40.8049006,-73.96578180000002,ROOFTOP,ChIJ7XkuhDv2wokR49S3BcLTiAQ,street_address,10025,"2864 Broadway, Manhattan, NY",1,OK
737,"296 Flatbush Ave, Brooklyn, NY 11217, USA",40.6780709,-73.97343550000001,ROOFTOP,ChIJzzwt76hbwokRoWNVIhLkeg0,street_address,11217,"296 Flatbush Avenue, Brooklyn, NY",1,OK
738,"298 1st Ave., New York, NY 10009, USA",40.7333053,-73.98071039999999,ROOFTOP,ChIJV5phGnVZwokRO9eAR2MnKlA,street_address,10009,"298 1st Avenue, Manhattan, NY",1,OK
739,"300 East 39th Apartments, 300 E 39th St, New York, NY 10016, USA",40.7475904,-73.97332089999999,ROOFTOP,ChIJvSQT7QRZwokRtGr9SRR0Vl0,premise,10016,"300 East 39th Street, Manhattan, NY",1,OK
740,"300 W 135th St, New York, NY 10027, USA",40.8163293,-73.9473251,ROOFTOP,ChIJ25uu1nH2wokRquZJwyUqhOE,premise,10027,"300 West 135th Street, Manhattan, NY",1,OK
741,"3000 Church Ave, Brooklyn, NY 11226, USA",40.6505766,-73.94929970000001,ROOFTOP,ChIJB0sjlkJbwokRLuOgrBqaUKY,premise,11226,"3000 Church Avenue, Brooklyn, NY",1,OK
742,"3012 3rd Ave., Bronx, NY 10455, USA",40.8194552,-73.9129806,ROOFTOP,ChIJ7QOkHMr1wokRwiuwtkid5nM,street_address,10455,"3012 3rd Avenue, Bronx, NY",1,OK
743,"304 Park Ave S, New York, NY 10010, USA",40.7403566,-73.9871431,ROOFTOP,ChIJaRgUOqFZwokRcCBzPL5XNCQ,street_address,10010,"304 Park Ave South, Manhattan, NY",2,OK
744,"3040 Eastchester Rd, Bronx, NY 10469, USA",40.870501,-73.8428018,ROOFTOP,ChIJU1ViJkvzwokRyp5OuTfWWX0,street_address,10469,"3040 Eastchester Road, Bronx, NY",1,OK
745,"305 Broadway, New York, NY 10007, USA",40.7154787,-74.005545,ROOFTOP,ChIJp4xkxSFawokRydBoJfz7fJ4,premise,10007,"305 Broadway, Manhattan, NY",1,OK
746,"3082 Avenue U, Brooklyn, NY 11229, USA",40.6008687,-73.93589089999999,ROOFTOP,ChIJIZJEp2JDwokRFhV9C2B-has,premise,11229,"3082 Avenue U, Brooklyn, NY",1,OK
747,"3085 E Tremont Ave, Bronx, NY 10461, USA",40.8389667,-73.83551969999999,ROOFTOP,ChIJKYiimE6LwokRgcHqEBsk54o,premise,10461,"3085 East Tremont Avenue, Bronx, NY",1,OK
748,"315 North End Ave, New York, NY 10282, USA",40.7167182,-74.0150367,ROOFTOP,ChIJHef7WRxawokRGvPwL8oM-tM,street_address,10282,"315 N End Ave, Manhattan, NY",1,OK
749,"3155 Amboy Rd, Staten Island, NY 10306, USA",40.5644268,-74.1339744,ROOFTOP,ChIJIYCNw-VLwokRnMBpA1Id5ko,subpremise,10306,"3155 Amboy Road, Staten Island, NY",1,OK
750,"32 E 170th St, Bronx, NY 10452, USA",40.8396812,-73.9170144,ROOFTOP,ChIJWTG_tT70wokRq4wRLADD508,premise,10452,"32 East 170th Street, Bronx, NY",1,OK
751,"320 W 145th St, New York, NY 10039, USA",40.8232203,-73.94327590000002,ROOFTOP,ChIJf3iQ9Hv2wokRNaiXnJHvtBU,street_address,10039,"320 West 145th Street, Manhattan, NY",1,OK
752,"333 7th Ave, New York, NY 10001, USA",40.7474537,-73.9929083,ROOFTOP,ChIJaye2k69ZwokRysyl8Sfv3mg,street_address,10001,"333 7th Avenue, Manhattan, NY",1,OK
753,"33-55 Crescent St, Astoria, NY 11106, USA",40.7614822,-73.9303018,RANGE_INTERPOLATED,EikzMy01NSBDcmVzY2VudCBTdCwgQXN0b3JpYSwgTlkgMTExMDYsIFVTQSIaEhgKFAoSCceiQ-IzX8KJEUN1LoYAJMfCEDc,street_address,11106,"33-55 Crescent Street, Queens, NY",1,OK
754,"3387 Broadway, New York, NY 10031, USA",40.8216661,-73.9544887,ROOFTOP,ChIJwTIRbmb2wokR6sr5UPp61tE,premise,10031,"3387 Broadway, Manhattan, NY",1,OK
755,"3480 Jerome Ave, Bronx, NY 10467, USA",40.8820644,-73.8815541,ROOFTOP,ChIJ_c8QCg3zwokRpst1Aojn21A,premise,10467,"3480 Jerome Avenue, Bronx, NY",1,OK
756,"350 5th Ave, New York, NY 10118, USA",40.7482436,-73.9851073,ROOFTOP,ChIJn6wOs6lZwokRLKy1iqRcoKw,street_address,10118,"350 5th Avenue, Manhattan, NY",1,OK
757,"3506 Broadway, Astoria, NY 11106, USA",40.7602086,-73.92201519999999,ROOFTOP,ChIJzVTROTpfwokRfKDu24Ju8qk,street_address,11106,"35-06 Broadway, Queens, NY",1,OK
758,"352 Greenwich St, New York, NY 10013, USA",40.719172,-74.0107611,ROOFTOP,ChIJjyWbIR5awokR0dL_cDPjUdA,street_address,10013,"352 Greenwich Street, Manhattan, NY",1,OK
759,"355 Knickerbocker Ave, Brooklyn, NY 11237, USA",40.7009242,-73.92160729999999,ROOFTOP,ChIJP0sPcRtcwokRdXrxN1EhZZg,premise,11237,"355 Knickerbocker Avenue, Brooklyn, NY",1,OK
760,"3575 Boston Rd, Bronx, NY 10469, USA",40.8788846,-73.84401989999999,ROOFTOP,ChIJ-9Y-ZTPzwokRT20bjp9jHh0,premise,10469,"3575 Boston Road, Bronx, NY",1,OK
761,"3590 E Tremont Ave, Bronx, NY 10465, USA",40.8293368,-73.825319,ROOFTOP,ChIJ-V1_2ziLwokRAV-hVn2d2hk,premise,10465,"3590 East Tremont Avenue, Bronx, NY",1,OK
762,"37 Broadway, New York, NY 10006, USA",40.7062214,-74.0132177,ROOFTOP,ChIJP5PrRxFawokRLkT-WUXPKfY,street_address,10006,"37 Broadway, Manhattan, NY",1,OK
763,"3766 82nd St, Jackson Heights, NY 11372, USA",40.747844,-73.8841971,ROOFTOP,ChIJxztQI6lfwokR_i-lzKl1EL4,premise,11372,"37-66 82nd Street, Queens, NY",1,OK
764,"379 Myrtle Ave, Brooklyn, NY 11205, USA",40.6933971,-73.9713039,ROOFTOP,ChIJ0SDG97dbwokRMpn8nLD5WHM,premise,11205,"379 Myrtle Avenue, Brooklyn, NY",1,OK
765,"380 Amsterdam Ave, New York, NY 10024, USA",40.7828237,-73.9788727,ROOFTOP,ChIJNWZNk4hYwokRMaZrfwWZ1Zw,street_address,10024,"380 Amsterdam Avenue, Manhattan, NY",1,OK
766,"386 Fulton St, Brooklyn, NY 11201, USA",40.6912065,-73.9872536,ROOFTOP,ChIJqfFsc0xawokRZpY-n3QB3GQ,street_address,11201,"386 Fulton Street, Brooklyn, NY",1,OK
767,"3901 White Plains Rd, Bronx, NY 10466, USA",40.88605769999999,-73.8618461,ROOFTOP,ChIJaRC5LSPzwokRtynzPXXij6o,premise,10466,"3901 White Plains Road, Bronx, NY",1,OK
768,"39-20 Bell Blvd, Flushing, NY 11361, USA",40.76482379999999,-73.7719474,ROOFTOP,ChIJpfLKUHWKwokR8VBhs8kIPZo,premise,11361,"39-20 Bell Boulevard, Queens, NY",1,OK
769,"4 Amsterdam Ave, New York, NY 10023, USA",40.770716,-73.9876766,ROOFTOP,ChIJ80Gfs15YwokRIFjesUt_9vA,street_address,10023,"4 Amsterdam Avenue, Manhattan, NY",1,OK
770,"4 Columbus Cir, New York, NY 10019, USA",40.767388,-73.98286519999999,ROOFTOP,ChIJ1TCSqfdYwokRRh47IRHQVSY,premise,10019,"4 Columbus Circle, Manhattan, NY",1,OK
771,"4 Park Ave, New York, NY 10016, USA",40.7469069,-73.9819751,ROOFTOP,ChIJvSamkAdZwokR90-fVwfi-eM,premise,10016,"4 Park Avenue, Manhattan, NY",1,OK
772,"4 West 4th Street, New York, NY 10012, USA",40.7283773,-73.9947392,ROOFTOP,ChIJ5RKUn5pZwokRu4aDutg0dUg,premise,10012,"4 West 4th Street, Manhattan, NY",2,OK
773,"Trump Bldg, 40 Wall St, New York, NY 10005, USA",40.7069615,-74.0097684,ROOFTOP,ChIJSXHH_RZawokR7C84_z6c0gQ,premise,10005,"40 Wall Street, Manhattan, NY",1,OK
774,"401 East 86th St, New York, NY 10028, USA",40.7768972,-73.9487946,ROOFTOP,ChIJD1gDZLpYwokRPbfxB1W-psc,premise,10028,"401 East 86th Street, Manhattan, NY",1,OK
775,"401 Park Ave S, New York, NY 10016, USA",40.7429621,-73.98403929999999,ROOFTOP,ChIJcdfZnadZwokRaD2j-7Ck8ws,street_address,10016,"401 Park Avenue South, Manhattan, NY",1,OK
776,"406 E Fordham Rd, Bronx, NY 10458, USA",40.861401,-73.89131139999999,ROOFTOP,ChIJt7h4ZoDzwokRcPryKr0a3pY,street_address,10458,"406 East Fordham Road, Bronx, NY",1,OK
777,"41 E 58th St, New York, NY 10022, USA",40.7630357,-73.9710643,ROOFTOP,ChIJ-d5hVOVYwokRpS4UWyhwhss,subpremise,10022,"41 East 58th Street, Manhattan, NY",1,OK
778,"4123 Avenue D, Brooklyn, NY 11203, USA",40.641874,-73.93731389999999,ROOFTOP,ChIJjUkNZ1hbwokRP0Tkbak9Fm0,premise,11203,"4123 Avenue D, Brooklyn, NY",1,OK
779,"4232 Baychester Ave, Bronx, NY 10466, USA",40.8964955,-73.8447091,ROOFTOP,ChIJs2Jg9tTywokRC3f4v0LdUPc,premise,10466,"4232 Baychester Ave, Bronx, NY",1,OK
780,"425 Main Street, 425 Main St, New York, NY 10044, USA",40.7586628,-73.9530929,ROOFTOP,ChIJWVT-e9tYwokRszHQICS2Aqw,premise,10044,"425 Main Street, Manhattan, NY",1,OK
781,"43-02 Ditmars Blvd, Queens, NY 11105, USA",40.770985,-73.9037634,ROOFTOP,ChIJM9sI8G5fwokR2KEiI1Q7bWw,street_address,11105,"43-02 Ditmars Boulevard, Queens, NY",1,OK
782,"436 86th St, Brooklyn, NY 11209, USA",40.622072,-74.0276193,ROOFTOP,ChIJ-7L4ZWBFwokRHgLWIgaeJGk,premise,11209,"436 86th Street, Brooklyn, NY",1,OK
783,"44-15 Kissena Blvd, Flushing, NY 11355, USA",40.7535759,-73.8220599,RANGE_INTERPOLATED,Eis0NC0xNSBLaXNzZW5hIEJsdmQsIEZsdXNoaW5nLCBOWSAxMTM1NSwgVVNBIhoSGAoUChIJZSi77hRgwokRrZmHqC3fXVoQDw,street_address,11355,"44-15 Kissena Boulevard, Queens, NY",1,OK
784,"45-02 43rd Ave, Sunnyside, NY 11104, USA",40.7446846,-73.91899389999999,ROOFTOP,ChIJC-YbyNhewokRTCeIO52FKYw,premise,11104,"45-02 43rd Avenue, Queens, NY",1,OK
785,"455 W 37th St, New York, NY 10018, USA",40.7565168,-73.9973261,ROOFTOP,ChIJWVln0bJZwokRKTbjwoY5UVI,street_address,10018,"455 West 37th Street, Manhattan, NY",1,OK
786,"459 Broadway, New York, NY 10013, USA",40.7208592,-74.0009613,ROOFTOP,ChIJMUD804tZwokRP86xRPUpuEg,premise,10013,"459 Broadway, Manhattan, NY",1,OK
787,"460 8th Ave, New York, NY 10001, USA",40.7517474,-73.9934931,ROOFTOP,ChIJVUS04a1ZwokRueJuGsW59uU,street_address,10001,"460 8th Avenue, Manhattan, NY",1,OK
788,"462 5th Ave, Brooklyn, NY 11215, USA",40.6685326,-73.9872728,ROOFTOP,ChIJNYkK7fxawokRlMO18jxjceE,premise,11215,"462 5th Avenue, Brooklyn, NY",1,OK
789,"465 2nd Ave, New York, NY 10016, USA",40.74021949999999,-73.9795651,ROOFTOP,ChIJK1qzewlZwokRCh5ewDkLKOs,subpremise,10016,"465 2nd Avenue, Manhattan, NY",1,OK
790,"47-02 5th St, Long Island City, NY 11101, USA",40.7456892,-73.95581829999999,ROOFTOP,ChIJmzlW2iNZwokR17jQocx_lhw,street_address,11101,"47-02 5th Street, Queens, NY",1,OK
791,"47-07 Broadway, Astoria, NY 11103, USA",40.7563627,-73.91289499999999,ROOFTOP,ChIJqxE0Zz1fwokRT2VcxcKZKxo,premise,11103,"47-07 Broadway, Queens, NY",1,OK
792,"4714 16th Ave, Brooklyn, NY 11204, USA",40.6318852,-73.9849278,ROOFTOP,ChIJSV0hJypFwokRR98on6xM0NE,premise,11204,"4714 16th Avenue, Brooklyn, NY",1,OK
793,"485 Lexington Ave, New York, NY 10017, USA",40.7540181,-73.9734987,ROOFTOP,ChIJG3tbvYxbwokRokS1_EegoBA,street_address,10017,"485 Lexington Avenue, Manhattan, NY",1,OK
794,"49 E 52nd St, New York, NY 10022, USA",40.7590537,-73.97408109999999,ROOFTOP,ChIJn_DOePtYwokRKO2sVZVZVW0,street_address,10022,"49 East 52nd Street, Manhattan, NY",1,OK
795,"49 W Fordham Rd, Bronx, NY 10468, USA",40.8629748,-73.9028957,ROOFTOP,ChIJT-wROojzwokRoKsCGSo76K8,premise,10468,"49 West Fordham Road, Bronx, NY",1,OK
796,"4915 Flatlands Ave, Brooklyn, NY 11234, USA",40.6266654,-73.9279911,ROOFTOP,ChIJW5a2D1NDwokRxU4-pNni9Qg,premise,11234,"4915 Flatlands Avenue, Brooklyn, NY",1,OK
797,"5001 Church Ave, Brooklyn, NY 11203, USA",40.65197209999999,-73.9300544,ROOFTOP,ChIJE9UlM5lcwokRPz9zQ7zhOEw,premise,11203,"5001 Church Avenue, Brooklyn, NY",1,OK
798,"5008 5th Ave, Brooklyn, NY 11220, USA",40.6449572,-74.01075019999999,ROOFTOP,ChIJwZWAIbRawokRD0eeL0R1xkM,premise,11220,"5008 5th Avenue, Brooklyn, NY",1,OK
799,"506-528 Utica Ave, Brooklyn, NY 11203, USA",40.6611004,-73.9317111,ROOFTOP,ChIJC-oHC4NcwokRjSV8i8wQjSo,premise,11203,"506-528 Utica Avenue, Brooklyn, NY",1,OK
800,"51 W 51st St, New York, NY 10019, USA",40.7600803,-73.9785751,ROOFTOP,ChIJ9fpVOvlYwokRs6oIxdvZagE,street_address,10019,"51 West 51st Street, Manhattan, NY",1,OK
801,"526 W 30th St, New York, NY 10001, USA",40.7526409,-74.00276079999999,ROOFTOP,ChIJ2wSvm7ZZwokR7r_MGdstiBc,street_address,10001,"526 W 30th Street, Manhattan, NY",1,OK
802,"530 5th Ave, New York, NY 10036, USA",40.7552112,-73.98013329999999,ROOFTOP,ChIJs3XA0v9YwokRfapga1FHlNs,premise,10036,"530 5th Avenue, Manhattan, NY",1,OK
803,"541 W 235th St, Bronx, NY 10463, USA",40.88586120000001,-73.9092064,ROOFTOP,ChIJEw-q5L7zwokR6EHy2JpT0s8,premise,10463,"541 West 235th Street, Bronx, NY",1,OK
804,"5411 Myrtle Ave, Flushing, NY 11385, USA",40.6998808,-73.9103665,ROOFTOP,ChIJS1LiJCJcwokRn9OPu5m7N0A,street_address,11385,"5411 Myrtle Avenue, Queens, NY",1,OK
805,"55 Westchester Square, Bronx, NY 10461, USA",40.8416648,-73.84305499999999,ROOFTOP,ChIJM5Nw3LL0wokRnkxT8hJZBQg,premise,10461,"55 Westchester Square, Bronx, NY",1,OK
806,"5564 Broadway, Bronx, NY 10463, USA",40.87851970000001,-73.9047051,ROOFTOP,ChIJCa-O6ZbzwokR_YJtIOym8OI,premise,10463,"5564 Broadway, Bronx, NY",1,OK
807,"559 Fulton St, Brooklyn, NY 11201, USA",40.6896089,-73.98239730000002,ROOFTOP,ChIJ0VFGSLNbwokRltpsXaBQcKQ,street_address,11201,"559 Fulton Street, Brooklyn, NY",1,OK
808,"568 W 125th St, New York, NY 10027, USA",40.81509,-73.9580429,ROOFTOP,ChIJvQ_0PWr2wokRgqNgTy9BVyg,street_address,10027,"568 West 125th Street, Manhattan, NY",1,OK
809,"5716 Avenue U, Brooklyn, NY 11234, USA",40.6130026,-73.9167848,ROOFTOP,ChIJU9Unx0ZDwokR_E8bf8rrooM,subpremise,11234,"5716 Avenue U, Brooklyn, NY",1,OK
810,"575 Lexington Ave, New York, NY 10022, USA",40.757372,-73.9715061,ROOFTOP,ChIJTV5PtfxYwokRO9B3IkCnP_Y,street_address,10022,"575 Lexington Avenue, Manhattan, NY",1,OK
811,"58 E Fordham Rd, Bronx, NY 10468, USA",40.8620497,-73.8999281,ROOFTOP,ChIJP8_x-YfzwokRedkqZGsL9cw,premise,10468,"58 East Fordham Road, Bronx, NY",1,OK
812,"58-01 Queens Blvd, Woodside, NY 11377, USA",40.7422101,-73.90681800000002,ROOFTOP,ChIJZa3khuFewokR_ErTb4mZgBo,premise,11377,"58-01 Queens Boulevard, Queens, NY",1,OK
813,"58-02 Metropolitan Ave, Ridgewood, NY 11385, USA",40.7124195,-73.9055636,ROOFTOP,ChIJkUiCMJpewokR905eXMhnucE,street_address,11385,"58-02 Metropolitan Avenue, Queens, NY",1,OK
814,"5822 99th St, Corona, NY 11368, USA",40.73718239999999,-73.85981319999999,ROOFTOP,ChIJwc5pqTRewokRjqsLoLqR3Xw,subpremise,11368,"5822 99th St, Queens, NY",1,OK
815,"589 Prospect Ave, Brooklyn, NY 11215, USA",40.6567801,-73.9777597,ROOFTOP,ChIJGYvCNx9bwokRnI1WblOpblg,premise,11215,"589 Prospect Avenue, Brooklyn, NY",1,OK
816,"60 Spring St, New York, NY 10012, USA",40.7220095,-73.99694269999999,ROOFTOP,ChIJmU3U0YhZwokRkOTw7V68dBs,premise,10012,"60 Spring Street, Manhattan, NY",1,OK
817,"60-02 Roosevelt Ave, Woodside, NY 11377, USA",40.7452907,-73.9042283,ROOFTOP,ChIJAwyZox1fwokR5fJsuIiViCE,street_address,11377,"60-02 Roosevelt Avenue, Queens, NY",1,OK
818,"60-36 Myrtle Ave, Ridgewood, NY 11385, USA",40.7004408,-73.8966665,RANGE_INTERPOLATED,Eio2MC0zNiBNeXJ0bGUgQXZlLCBSaWRnZXdvb2QsIE5ZIDExMzg1LCBVU0EiGhIYChQKEgkt_1QKKVzCiREZRv-vbybKoxAk,street_address,11385,"60-36 Myrtle Avenue, Queens, NY",1,OK
819,"609 Columbus Ave, New York, NY 10024, USA",40.7886567,-73.97012409999999,ROOFTOP,ChIJGapoDI9ZwokRJB27-0TElqY,street_address,10024,"609 Columbus Avenue, Manhattan, NY",2,OK
820,"6101 18th Ave, Brooklyn, NY 11204, USA",40.6211275,-73.9878238,ROOFTOP,ChIJd90nQiFFwokReJPSiT9tC4Q,premise,11204,"6101 18th Avenue, Brooklyn, NY",1,OK
821,"61-29 Springfield Blvd, Oakland Gardens, NY 11364, USA",40.7482641,-73.75583,ROOFTOP,ChIJkxL7bfFhwokReHJ8LOIdSwM,subpremise,11364,"61-29 Springfield Blvd, Queens, NY",1,OK
822,"619 9th Ave, New York, NY 10036, USA",40.7596905,-73.9920779,ROOFTOP,ChIJMW4_TFJYwokRiIvlC-GsdwE,premise,10036,"619 9th Avenue, Manhattan, NY",1,OK
823,"625 8th Ave, New York, NY 10018, USA",40.7567565,-73.9904366,ROOFTOP,ChIJk9ueRVNYwokRG9UDzC94mhs,street_address,10018,"625 8th Avenue, Manhattan, NY",1,OK
824,"63-37 108th St, Forest Hills, NY 11375, USA",40.7339195,-73.84977169999999,ROOFTOP,ChIJUdL68CxewokREaqeaKywwzE,premise,11375,"63-37 108th Street, Queens, NY",1,OK
825,"650 E Tremont Ave, Bronx, NY 10457, USA",40.84579799999999,-73.892395,ROOFTOP,ChIJ13AIfmH0wokRHZFj5HlXtfA,premise,10457,"650 East Tremont Avenue, Bronx, NY",1,OK
826,"655 Rossville Ave, Staten Island, NY 10309, USA",40.5429351,-74.2067555,ROOFTOP,ChIJVfIRo9BKwokR_cZmNraX1yc,subpremise,10309,"655 Rossville Avenue, Staten Island, NY",1,OK
827,"661 8th Ave, New York, NY 10036, USA",40.7576482,-73.9898563,ROOFTOP,ChIJv8VGaVNYwokReXAKoD-Kpwg,premise,10036,"661 8th Avenue, Manhattan, NY",1,OK
828,"6628 18th Ave, Brooklyn, NY 11204, USA",40.6181798,-73.9915885,ROOFTOP,ChIJ-10rfCJFwokRNbegTCs1GV8,premise,11204,"6628 18th Avenue, Brooklyn, NY",1,OK
829,"67 Broad St, New York, NY 10004, USA",40.7048579,-74.0113224,ROOFTOP,ChIJL_RPpxZawokRhWEndZlr-iA,street_address,10004,"67 Broad Street, Manhattan, NY",1,OK
830,"691 Co Op City Blvd, Bronx, NY 10475, USA",40.8807245,-73.8251811,ROOFTOP,ChIJpeUFUtuMwokRwxz0FV8JkOI,premise,10475,"691 Co-Op City Boulevard, Bronx, NY",1,OK
831,"69-62 188th St, Queens, NY 11365, USA",40.7334878,-73.7839594,ROOFTOP,ChIJ9xY-cK9hwokRmXBDrMloFbo,subpremise,11365,"69-62 188th Street, Queens, NY",1,OK
832,"700 Columbus Ave, New York, NY 10025, USA",40.7919838,-73.9686316,ROOFTOP,ChIJ35vreZ1YwokR3fXkSSyJpOE,premise,10025,"700 Columbus Avenue, Manhattan, NY",2,OK
